0.5582701020063768,2021-07-22 00:49:59.473978,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 64, 'optimizer': 'adam', 'lrAdam': 1e-05, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 71}
0.5563608196384668,2021-07-22 03:41:34.203041,{'metrics_numOfLayers': 1, 'metrics_numOfOutput': 92, 'optimizer': 'adam', 'lrAdam': 6.1561459851502345e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 208}
0.5574687520478552,2021-07-22 03:43:19.882874,{'metrics_numOfLayers': 3, 'metrics_numOfOutput': 83, 'optimizer': 'adam', 'lrAdam': 2.541325505213424e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 150}
0.5590534594108776,2021-07-22 03:44:52.030334,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 65, 'optimizer': 'adam', 'lrAdam': 4.0742055107501686e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 188}
0.5551248492746508,2021-07-22 03:46:36.404984,{'metrics_numOfLayers': 3, 'metrics_numOfOutput': 81, 'optimizer': 'adam', 'lrAdam': 2.7373661945941193e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 160}
0.5558057831915791,2021-07-22 03:48:17.606691,{'metrics_numOfLayers': 3, 'metrics_numOfOutput': 88, 'optimizer': 'adam', 'lrAdam': 5.019538526133012e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 66}
0.5568232408394117,2021-07-22 03:49:02.560146,{'metrics_numOfLayers': 3, 'metrics_numOfOutput': 79, 'optimizer': 'adam', 'lrAdam': 2.757353624320278e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 123}
0.5572995339219918,2021-07-22 03:50:18.487677,{'metrics_numOfLayers': 3, 'metrics_numOfOutput': 74, 'optimizer': 'adam', 'lrAdam': 5.904569979381143e-05, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 7}
0.5576979002100686,2021-07-22 03:50:29.180678,{'metrics_numOfLayers': 3, 'metrics_numOfOutput': 68, 'optimizer': 'adam', 'lrAdam': 3.634446569291054e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 135}
0.5573330331429529,2021-07-22 03:51:56.400261,{'metrics_numOfLayers': 3, 'metrics_numOfOutput': 91, 'optimizer': 'adam', 'lrAdam': 1.6505966048840535e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 264}
0.5606767859785298,2021-07-22 03:54:32.581265,{'metrics_numOfLayers': 3, 'metrics_numOfOutput': 86, 'optimizer': 'adam', 'lrAdam': 3.181451238150313e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 99}
0.5598499606767553,2021-07-22 03:55:34.221437,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 81, 'optimizer': 'adam', 'lrAdam': 2.279284756581999e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 235}
0.5562298148109852,2021-07-22 03:57:43.203642,{'metrics_numOfLayers': 3, 'metrics_numOfOutput': 77, 'optimizer': 'adam', 'lrAdam': 3.710233982839279e-05, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 14}
0.5545806846181645,2021-07-22 03:57:57.949109,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 100, 'optimizer': 'adam', 'lrAdam': 1.1888785202571143e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 342}
0.5542916334283877,2021-07-22 04:01:04.336765,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 100, 'optimizer': 'adam', 'lrAdam': 1.058312167234912e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 599}
0.5585760627572884,2021-07-22 04:06:24.250959,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 100, 'optimizer': 'adam', 'lrAdam': 1.2716983831915095e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 351}
0.5559781457874449,2021-07-22 04:09:34.929146,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 105, 'optimizer': 'adam', 'lrAdam': 1.0419492301389585e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 421}
0.5569871575954065,2021-07-22 04:13:20.352259,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 98, 'optimizer': 'adam', 'lrAdam': 1.1322787421697887e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 549}
0.5557120187929777,2021-07-22 04:18:15.001163,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 113, 'optimizer': 'adam', 'lrAdam': 1.981021442218807e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 370}
0.5546839882353896,2021-07-22 04:21:57.767344,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 95, 'optimizer': 'adam', 'lrAdam': 1.4412495394452129e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 282}
0.5595316178699103,2021-07-22 04:24:51.696147,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 89, 'optimizer': 'adam', 'lrAdam': 1.4544149194278798e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 314}
0.5549719315117307,2021-07-22 04:28:10.797389,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 94, 'optimizer': 'adam', 'lrAdam': 1.7384032081405504e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 260}
0.5604089662951273,2021-07-22 04:31:02.682499,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 95, 'optimizer': 'adam', 'lrAdam': 1.2134433600966226e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 373}
0.5608845471229464,2021-07-22 04:35:02.624263,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 84, 'optimizer': 'adam', 'lrAdam': 1.7643235262247631e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 254}
0.5550164713937003,2021-07-22 04:37:41.049590,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 90, 'optimizer': 'adam', 'lrAdam': 1.4017154636864752e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 318}
0.5541150709177668,2021-07-22 04:41:17.831055,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 93, 'optimizer': 'adam', 'lrAdam': 1.364805842903421e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 411}
0.5583596102322892,2021-07-22 04:45:47.732297,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 94, 'optimizer': 'adam', 'lrAdam': 1.4077740326259105e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 280}
0.5582331717429194,2021-07-22 04:48:54.748995,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 99, 'optimizer': 'adam', 'lrAdam': 1.1870018492476215e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 445}
0.5569901782371052,2021-07-22 04:54:41.390979,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 104, 'optimizer': 'adam', 'lrAdam': 1.001057778985185e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 478}
0.5605367018147578,2021-07-22 05:01:30.888648,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 90, 'optimizer': 'adam', 'lrAdam': 1.6479914506724233e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 325}
0.556340632209092,2021-07-22 05:07:04.099807,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 109, 'optimizer': 'adam', 'lrAdam': 1.388128554078378e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 368}
0.5583119043479663,2021-07-22 05:14:05.251385,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 96, 'optimizer': 'adam', 'lrAdam': 1.8198848035508168e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 414}
0.5559073705822575,2021-07-22 05:22:22.144154,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 72, 'optimizer': 'adam', 'lrAdam': 1.3097875901277085e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 583}
0.5553271689298811,2021-07-22 05:29:05.184614,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 87, 'optimizer': 'adam', 'lrAdam': 2.1280436550375946e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 206}
0.5610520940369078,2021-07-22 05:30:51.941255,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 93, 'optimizer': 'adam', 'lrAdam': 2.4124725302923173e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 161}
0.557700921349625,2021-07-22 05:32:17.666911,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 101, 'optimizer': 'adam', 'lrAdam': 1.5450288875066935e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 287}
0.5582876864276186,2021-07-22 05:34:46.258869,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 62, 'optimizer': 'adam', 'lrAdam': 1.0676163516266471e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 578}
0.5537782479328235,2021-07-22 05:39:40.867686,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 85, 'optimizer': 'adam', 'lrAdam': 1.9765418630103655e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 337}
0.5562073317177058,2021-07-22 05:42:31.582608,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 82, 'optimizer': 'adam', 'lrAdam': 1.9819561335972343e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 311}
0.5572481886416742,2021-07-22 05:45:08.921963,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 84, 'optimizer': 'adam', 'lrAdam': 1.680893983894263e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 346}
0.5605397272275938,2021-07-22 05:48:03.205023,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 88, 'optimizer': 'adam', 'lrAdam': 1.5144764264458465e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 319}
0.560343892806644,2021-07-22 05:50:44.737459,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 96, 'optimizer': 'adam', 'lrAdam': 1.2028929788754485e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 314}
0.5588282166113709,2021-07-22 05:53:24.302402,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 85, 'optimizer': 'adam', 'lrAdam': 1.8254472147283176e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 238}
0.5558872529774421,2021-07-22 05:55:29.520386,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 91, 'optimizer': 'adam', 'lrAdam': 1.3480337727403347e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 419}
0.5553608477392219,2021-07-22 05:59:00.601025,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 89, 'optimizer': 'adam', 'lrAdam': 2.6315093948334166e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 188}
0.5532073670916103,2021-07-22 06:00:41.942939,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 79, 'optimizer': 'adam', 'lrAdam': 2.875927201168913e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 207}
0.5581410415626181,2021-07-22 06:02:28.874069,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 81, 'optimizer': 'adam', 'lrAdam': 2.8521711787705842e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 143}
0.5577402423816601,2021-07-22 06:03:46.686597,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 93, 'optimizer': 'adam', 'lrAdam': 2.138742826401176e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 214}
0.5564531307485983,2021-07-22 06:05:36.894298,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 79, 'optimizer': 'adam', 'lrAdam': 2.3148040744861122e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 232}
0.5578219726439695,2021-07-22 06:07:36.249579,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 68, 'optimizer': 'adam', 'lrAdam': 1.642066468951954e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 414}
0.5548671919342537,2021-07-22 06:11:09.495249,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 78, 'optimizer': 'adam', 'lrAdam': 1.1219533904584995e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 559}
0.5618458056394572,2021-07-22 06:15:49.207089,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 75, 'optimizer': 'adam', 'lrAdam': 1.1142098774450652e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 471}
0.5618935237074673,2021-07-22 06:19:47.093182,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 78, 'optimizer': 'adam', 'lrAdam': 1.417168260625382e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 985}
0.5573594109918014,2021-07-22 06:27:54.849178,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 103, 'optimizer': 'adam', 'lrAdam': 1.020320066026649e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 375}
0.5578965264240716,2021-07-22 06:31:04.452631,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 72, 'optimizer': 'adam', 'lrAdam': 1.2585147246857413e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 489}
0.5553412780822569,2021-07-22 06:35:09.607095,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 86, 'optimizer': 'adam', 'lrAdam': 1.980243275539269e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 221}
0.5622217453826054,2021-07-22 06:37:03.613682,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 81, 'optimizer': 'adam', 'lrAdam': 2.5344400198116145e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 187}
0.5574545563788537,2021-07-22 06:38:41.673706,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 83, 'optimizer': 'adam', 'lrAdam': 1.5265672214530457e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 292}
0.5537319902477573,2021-07-22 06:41:13.816149,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 98, 'optimizer': 'adam', 'lrAdam': 1.7732553194258831e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 254}
0.5544347793209581,2021-07-22 06:43:23.977119,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 99, 'optimizer': 'adam', 'lrAdam': 1.7314920787988757e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 254}
0.5564913253219941,2021-07-22 06:45:34.355249,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 97, 'optimizer': 'adam', 'lrAdam': 1.6962899230449278e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 319}
0.5604506605185933,2021-07-22 06:48:17.220444,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 100, 'optimizer': 'adam', 'lrAdam': 1.8450699270681523e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 266}
0.5567899292970202,2021-07-22 06:50:33.592599,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 102, 'optimizer': 'adam', 'lrAdam': 1.3386118589736726e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 338}
0.5624191570586229,2021-07-22 06:53:25.305303,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 94, 'optimizer': 'adam', 'lrAdam': 1.1128424131150613e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 320}
0.5571896358460119,2021-07-22 06:56:08.380440,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 106, 'optimizer': 'adam', 'lrAdam': 1.4693024097488608e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 244}
0.5559962042246507,2021-07-22 06:58:13.661528,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 98, 'optimizer': 'adam', 'lrAdam': 2.0369070308331224e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 219}
0.5558307661949344,2021-07-22 07:00:07.111687,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 91, 'optimizer': 'adam', 'lrAdam': 1.6197499770806315e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 262}
0.5570751871282706,2021-07-22 07:02:25.280823,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 95, 'optimizer': 'adam', 'lrAdam': 1.7587356640408416e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 321}
0.5578200811438108,2021-07-22 07:05:11.810696,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 92, 'optimizer': 'adam', 'lrAdam': 1.2072791873818232e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 459}
0.5560626036329779,2021-07-22 07:09:02.896761,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 100, 'optimizer': 'adam', 'lrAdam': 1.3487550411472067e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 372}
0.5533727063795253,2021-07-22 07:12:16.489336,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 89, 'optimizer': 'adam', 'lrAdam': 2.330323017676751e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 244}
0.5552036021120864,2021-07-22 07:14:22.650669,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 88, 'optimizer': 'adam', 'lrAdam': 2.242970066899763e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 248}
0.5554224812237679,2021-07-22 07:16:30.220951,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 98, 'optimizer': 'adam', 'lrAdam': 1.8979453794529695e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 207}
0.5589663648826617,2021-07-22 07:18:18.180758,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 104, 'optimizer': 'adam', 'lrAdam': 2.1281912829371023e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 245}
0.5554320253656524,2021-07-22 07:20:28.122936,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 90, 'optimizer': 'adam', 'lrAdam': 2.385004725585305e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 194}
0.5554909436719324,2021-07-22 07:22:09.706775,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 86, 'optimizer': 'adam', 'lrAdam': 1.4880570448702453e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 318}
0.556410467832105,2021-07-22 07:24:51.052159,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 95, 'optimizer': 'adam', 'lrAdam': 3.0072256060060306e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 145}
0.5562178430590442,2021-07-22 07:26:07.661844,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 93, 'optimizer': 'adam', 'lrAdam': 1.004973785390282e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 460}
0.556366358693957,2021-07-22 07:29:59.225673,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 88, 'optimizer': 'adam', 'lrAdam': 1.7478131322780706e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 238}
0.5578202729158778,2021-07-22 07:32:02.129741,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 85, 'optimizer': 'adam', 'lrAdam': 1.5932586165830463e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 270}
0.5612063545500319,2021-07-22 07:34:23.077859,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 76, 'optimizer': 'adam', 'lrAdam': 1.9014238342539396e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 262}
0.5590424504883051,2021-07-22 07:36:36.880586,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 97, 'optimizer': 'adam', 'lrAdam': 1.242045763150054e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 450}
0.5569391934611682,2021-07-22 07:40:23.294959,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 91, 'optimizer': 'adam', 'lrAdam': 2.1538339850562366e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 209}
0.5612620920426885,2021-07-22 07:42:12.094346,{'metrics_numOfLayers': 2, 'metrics_numOfOutput': 70, 'optimizer': 'adam', 'lrAdam': 2.528192798604987e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 223}
0.5598403436816761,2021-07-22 07:44:07.603092,{'metrics_numOfLayers': 3, 'metrics_numOfOutput': 78, 'optimizer': 'adam', 'lrAdam': 3.1539680025709794e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 203}
0.5546145970611175,2021-07-22 07:46:02.013484,{'metrics_numOfLayers': 3, 'metrics_numOfOutput': 84, 'optimizer': 'adam', 'lrAdam': 2.870813052251128e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 151}
0.5535334309679726,2021-07-22 07:47:28.172215,{'metrics_numOfLayers': 3, 'metrics_numOfOutput': 83, 'optimizer': 'adam', 'lrAdam': 3.4447882827884014e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 140}
0.5623861464851141,2021-07-22 07:48:49.473130,{'metrics_numOfLayers': 3, 'metrics_numOfOutput': 84, 'optimizer': 'adam', 'lrAdam': 1.4244960158787418e-06, 'beta1Adam': 0.9, 'beta2Adam': 0.999, 'epsilonAdam': 1e-08, 'sizeBatch': 128, 'numEpochs': 217}
